timestamp,open,high,low,close,volume
2025-10-22,4.3900,4.6860,3.9300,4.2700,60395485
2025-09-30,5.6300,6.0493,4.2100,4.4150,87812542
2025-08-29,4.1800,4.9900,3.1500,4.9000,108234157
2025-07-31,3.6000,4.9300,3.5700,4.3800,71396697
2025-06-30,4.0400,4.2050,3.2400,3.6300,77489882
2025-05-30,2.9900,4.5000,2.9700,4.0200,80008040
2025-04-30,4.2600,4.4050,2.8914,2.9800,106557775
2025-03-31,7.2000,7.3550,4.0550,4.3400,68740393
2025-02-28,7.8800,10.2600,7.1000,7.2000,66154551
2025-01-31,7.1700,8.8500,6.7600,8.4300,48681177
2024-12-31,5.7800,7.3400,5.7100,7.1100,52622006
2024-11-29,6.2000,7.2100,5.1200,5.8300,50500846
2024-10-31,5.3200,7.3150,4.9000,6.0800,59737780
2024-09-30,3.5600,5.4900,3.5300,5.3500,51539429
2024-08-30,3.9500,4.0400,2.7900,3.6300,39536808
2024-07-31,4.8900,4.9600,3.5300,3.9400,36092393
2024-06-28,5.5200,5.8590,4.5100,4.9300,31498154
2024-05-31,6.0200,6.6500,5.0825,5.4700,35148465
2024-04-30,8.2200,8.2200,5.9600,6.0400,34148514
2024-03-28,6.9700,8.3300,6.7200,8.1100,40368470
2024-02-29,4.9500,8.0450,4.8200,6.9400,56659722
2024-01-31,5.3500,5.6558,4.1400,4.8700,58763326
2023-12-29,3.8900,5.8600,3.8900,5.4600,60923669
2023-11-30,3.3800,4.3900,3.1900,3.9100,47007166
2023-10-31,4.8300,4.9400,3.3900,3.3900,49599566
2023-09-29,6.3400,6.4150,4.5550,4.8400,57113108
2023-08-31,9.1500,9.1900,6.2750,6.2800,45478332
2023-07-31,9.6700,10.5700,9.0100,9.3000,26603381
2023-06-30,8.2400,10.2200,8.2200,9.6700,41381292
2023-05-31,9.4100,9.8450,7.6100,8.2300,30368451
2023-04-28,9.6900,10.0700,8.8701,9.4900,16799115
2023-03-31,11.7700,11.8600,8.3900,9.8400,37383922
2023-02-28,12.4900,14.0950,10.5322,11.7600,25448785
2023-01-31,10.4600,12.6200,9.9800,12.5800,10597327
2022-12-30,13.0400,13.2500,9.9100,10.2700,12414550
2022-11-30,13.2400,14.3400,12.4500,13.0400,16311893
2022-10-31,9.7900,13.1500,8.9400,13.1100,25160844
2022-09-30,12.7000,13.3900,9.6300,9.7000,27588188
2022-08-31,14.3050,15.2500,12.5750,12.9000,32111518
2022-07-29,9.2500,14.8899,9.2400,14.4800,52005866
2022-06-30,10.9300,10.9600,8.7000,9.3700,70496965
2022-05-31,10.7500,10.8100,8.1900,10.7500,55744508
2022-04-29,11.4400,12.2970,9.8800,10.6100,63067270
2022-03-31,12.9000,12.9600,9.4800,11.3300,47740321
2022-02-28,13.2000,14.7400,11.4400,12.8800,53773267
2022-01-31,13.7300,14.7000,11.7300,13.0800,7208844
2021-12-31,13.8000,14.5850,12.6200,13.5700,15686674
2021-11-30,15.7500,17.4998,13.2300,13.3500,10029290
2021-10-29,16.3100,17.5000,15.4000,15.6500,7254009
2021-09-30,15.3300,17.1600,14.1000,15.7900,9856547
2021-08-31,14.8300,16.5900,14.1500,15.3300,10007070
2021-07-30,17.1100,17.5400,13.7100,14.7400,12195555
2021-06-30,21.7700,22.7000,16.3500,17.0400,21573834
2021-05-28,21.1900,21.6900,18.6000,21.3200,9533647
