timestamp,open,high,low,close,volume
2025-10-22,31.9900,34.9750,31.0550,33.7600,136690972
2025-09-30,32.3200,33.9000,30.5750,31.9100,203145918
2025-08-29,30.2800,33.6400,28.9750,32.9000,154915130
2025-07-31,32.2100,37.9600,30.3700,30.9300,289886566
2025-06-30,33.4500,34.6182,30.7200,32.4400,224128912
2025-05-30,28.1800,34.3300,28.1400,33.3800,244598435
2025-04-30,32.7200,33.1596,23.8150,27.9600,334192738
2025-03-31,30.5300,35.2400,27.6500,33.5800,315865885
2025-02-28,30.1700,31.3500,29.2900,31.0600,163562737
2025-01-31,33.6300,34.4100,30.5100,30.7100,170895561
2024-12-31,32.3700,36.1200,32.3200,33.6200,143806729
2024-11-29,30.7400,33.1500,29.9000,32.3600,117990421
2024-10-31,29.5500,32.2000,28.5800,30.5800,184503914
2024-09-30,29.5100,31.6400,28.1801,29.6300,179113421
2024-08-30,27.0000,29.4450,23.5800,28.9200,243944088
2024-07-31,28.6400,28.8300,25.7700,26.9400,245251574
2024-06-28,27.2600,30.3500,27.0000,28.6100,196661298
2024-05-31,25.9900,28.3700,24.6000,26.8400,196961676
2024-04-30,29.3100,29.9700,25.9250,25.9400,227381203
2024-03-28,34.2400,35.0500,27.7600,29.1900,185056971
2024-02-29,30.0900,35.1800,29.4100,34.2700,138303260
2024-01-31,28.6000,32.8000,27.2500,29.8900,188948383
2023-12-29,25.6100,30.4900,25.5400,28.8800,190513118
2023-11-30,22.0800,25.6700,21.9139,25.5700,144542388
2023-10-31,27.1100,27.6600,21.9200,22.2300,183562436
2023-09-29,31.7700,31.8500,26.4601,27.0700,136527288
2023-08-31,33.8600,34.1300,30.8650,31.6000,143779980
2023-07-31,36.0300,39.5300,32.6600,34.1600,188333643
2023-06-30,30.0900,36.2400,29.0800,36.2100,158130769
2023-05-31,30.2900,31.1550,28.4000,29.8700,136791454
2023-04-28,32.0700,32.9400,28.8100,30.2900,148195994
2023-03-31,33.5500,34.4800,28.9500,32.5400,163497752
2023-02-28,35.5000,37.3100,33.0300,33.5800,107595846
2023-01-31,33.8200,38.5300,32.1050,35.7700,152370081
2022-12-30,40.0000,40.3800,32.1900,33.6700,146471929
2022-11-30,36.8400,39.9350,35.4800,39.9100,102607594
2022-10-31,30.8400,36.5600,30.2000,36.3500,130507321
2022-09-30,36.3200,39.1400,30.7900,30.8400,130996857
2022-08-31,38.0000,40.3900,36.6800,36.7000,105351016
2022-07-29,36.0900,41.7600,35.0600,38.1200,127283946
2022-06-30,46.4000,46.4600,34.3600,36.1200,125931135
2022-05-31,46.4000,48.1800,41.3700,45.8600,102571677
2022-04-29,45.9200,50.1000,41.0400,46.7200,140098281
2022-03-31,43.4000,46.3900,36.7500,45.8000,194989570
2022-02-28,45.0000,47.7400,41.2000,43.8000,138286148
2022-01-31,43.1700,46.4900,40.6300,44.7600,165805934
2021-12-31,44.9900,46.9600,38.6600,42.8400,243976940
2021-11-30,47.3400,52.7900,43.1600,44.4000,164094995
2021-10-29,53.7700,56.3300,46.4400,47.2800,160319843
2021-09-30,50.0000,54.3958,47.3400,51.4300,136913804
2021-08-31,50.6000,52.0180,46.9500,49.7800,150605993
2021-07-30,53.6000,54.3850,47.3650,50.5200,178658669
2021-06-30,61.9400,62.2600,52.5500,53.0900,138205951
2021-05-28,63.0100,63.6800,58.0829,61.4600,113985782
2021-04-30,61.2700,64.7500,58.9110,62.7800,116900957
2021-03-31,59.5500,62.7561,52.2900,61.0600,194872901
2021-02-26,44.3400,59.6400,44.0900,58.1300,163999845
2021-01-29,46.4800,49.4700,43.7151,43.9400,142897275
2020-12-31,46.5500,49.5300,44.4500,46.6100,161089547
2020-11-30,39.9300,49.4700,37.9500,46.3400,207488757
2020-10-30,37.9600,43.3900,36.0500,39.5300,199334400
2020-09-30,36.8400,42.8800,35.8200,37.5000,252052063
2020-08-31,30.7500,39.0600,30.2950,37.5800,256002504
2020-07-31,35.2900,36.1000,30.2400,30.8900,298347718
2020-06-30,32.3000,42.3500,30.9400,34.1800,571114381
2020-05-29,30.5000,35.1600,22.4700,32.1000,559311531
